// Monster Drop Database
// Add drop item to monster
//
// Structure:
// <mobid>,<itemid>,<rate>{,<randopt_groupid>,<flag>}
//
// <mobid>  : Monster ID. See db/[pre-]re/mob_db.txt
// <itemid> : Item ID.
// <rate>   : 1 = 0.01%
//            100 = 1%
//            10000 = 100%
//            Just like rate in mob_db.txt, adjusted by battle_config.
//            To remove original drop from monster, use 0 as rate.
// Optional:
// <randopt_groupid> : If set, the dropped item will be modified by Random Option Group based on db/[pre-]re/item_randomopt_group.txt
// <flag>            : 1 - The item is protected from steal.
//                     2 - As MVP Reward
1751,10900,16,0,1
1751,10901,4,0,1
1768,7619,200,0,1
1768,7620,200,0,1
1768,6240,16,0,1
1768,6241,16,0,1
1768,10900,16,0,1
1768,10901,4,0,1
1779,7619,200,0,1
1779,7620,200,0,1
1779,6240,16,0,1
1779,6241,16,0,1
1779,10900,16,0,1
1779,10901,4,0,1
1785,7619,200,0,1
1785,7620,200,0,1
1785,6240,16,0,1
1785,6241,16,0,1
1785,10900,16,0,1
1785,10901,4,0,1
1832,7619,200,0,1
1832,7620,200,0,1
1832,6240,16,0,1
1832,6241,16,0,1
1832,10900,16,0,1
1832,10901,4,0,1
1871,7619,200,0,1
1871,7620,200,0,1
1871,6240,16,0,1
1871,6241,16,0,1
1871,10900,16,0,1
1871,10901,4,0,1
1874,7619,200,0,1
1874,7620,200,0,1
1874,6240,16,0,1
1874,6241,16,0,1
1874,10900,16,0,1
1874,10901,4,0,1
1885,7619,200,0,1
1885,7620,200,0,1
1885,6240,16,0,1
1885,6241,16,0,1
1885,10900,16,0,1
1885,10901,4,0,1
1917,7619,200,0,1
1917,7620,200,0,1
1917,6240,16,0,1
1917,6241,16,0,1
1917,10900,16,0,1
1917,10901,4,0,1
2068,7619,200,0,1
2068,7620,200,0,1
2068,6240,16,0,1
2068,6241,16,0,1
2068,10900,16,0,1
2068,10901,4,0,1
1951,7619,200,0,1
1951,7620,200,0,1
1951,6240,16,0,1
1951,6241,16,0,1
1951,10900,16,0,1
1951,10901,4,0,1
1952,7619,200,0,1
1952,7620,200,0,1
1952,6240,16,0,1
1952,6241,16,0,1
1952,10900,16,0,1
1952,10901,4,0,1
1953,7619,200,0,1
1953,7620,200,0,1
1953,6240,16,0,1
1953,6241,16,0,1
1953,10900,16,0,1
1953,10901,4,0,1
1954,7619,200,0,1
1954,7620,200,0,1
1954,6240,16,0,1
1954,6241,16,0,1
1954,10900,16,0,1
1954,10901,4,0,1
2022,7619,200,0,1
2022,7620,200,0,1
2022,6240,16,0,1
2022,6241,16,0,1
2022,10900,16,0,1
2022,10901,4,0,1
2087,7619,200,0,1
2087,7620,200,0,1
2087,6240,16,0,1
2087,6241,16,0,1
2087,10900,16,0,1
2087,10901,4,0,1
2165,7619,200,0,1
2165,7620,200,0,1
2165,6240,16,0,1
2165,6241,16,0,1
2165,10900,16,0,1
2165,10901,4,0,1
2131,7619,200,0,1
2131,7620,200,0,1
2131,6240,16,0,1
2131,6241,16,0,1
2131,10900,16,0,1
2131,10901,4,0,1
